020|a	LOCATION	NOTE(ITEM)	BARCODE
9780123736321 (set);0123736323 (set);9780123739285 (v. 1);0123739284 (v. 1);9780123739292 (v. 2);0123739292 (v. 2);9780123739308 (v. 3);0123739306 (v. 3);9780123739315 (v. 4);0123739314 (v. 4)	x2kh 	rec. 041513	
9780123736321 (set);0123736323 (set);9780123739285 (v. 1);0123739284 (v. 1);9780123739292 (v. 2);0123739292 (v. 2);9780123739308 (v. 3);0123739306 (v. 3);9780123739315 (v. 4);0123739314 (v. 4)	x2kh 	rec. 041513	
9780123736321 (set);0123736323 (set);9780123739285 (v. 1);0123739284 (v. 1);9780123739292 (v. 2);0123739292 (v. 2);9780123739308 (v. 3);0123739306 (v. 3);9780123739315 (v. 4);0123739314 (v. 4)	x2kh 	rec. 041513	
9780123736321 (set);0123736323 (set);9780123739285 (v. 1);0123739284 (v. 1);9780123739292 (v. 2);0123739292 (v. 2);9780123739308 (v. 3);0123739306 (v. 3);9780123739315 (v. 4);0123739314 (v. 4)	x2kh 	rec. 041513	
0108509710;9780108509711	xkh  	rec. 041513	
9780415508926 (pbk.);0415508924 (pbk.)	xkh  	rec. 041513	
9780674065789 (alk. paper);0674065786 (alk. paper)	xkh  	rec. 041513	
9781563685279 (hbk. : alk. paper);1563685272 (hbk. : alk. paper);9781563685286 (e-book);1563685280 (e-book)	xkh  	rec. 041513	
9781557668066 (pbk.);155766806X (pbk.)	xkh  	rec. 041513	
9780226081373 (cloth : alkaline paper);0226081370 (cloth : alkaline paper)	xkh  	rec. 041513	
9781610488211 (cloth : alk. paper);1610488210 (cloth : alk. paper);9781610488228 (pbk. : alk. paper);1610488229 (pbk. : alk. paper)	xkh  	rec. 041513	
9781412998598 (pbk.);141299859X (pbk.)	xkh  	rec. 041513	
9781598572070 (pbk.);1598572075 (pbk.)	xkh  	rec. 041513	
9780132656924;0132656922	xkh  	rec. 041513	
9780132613682;0132613689	xkh  	rec. 041513	
9781451611496 (hardcover : alk. paper);1451611498 (hardcover : alk. paper);9781451611519 (trade paper : alk. paper);145161151X (trade paper : alk. paper)	xkh  	rec. 041513	
9781612501239 (pbk.);1612501230 (pbk.);9781612501246 (library ed.);1612501249 (library ed.)	xkh  	rec. 041513	
9781598571646 (pbk.);1598571648 (pbk.)	xkh  	rec. 041513	
9780415585682 (pbk.);0415585686;9780415585675 (hbk.);0415585678 (hbk.)	xkh  	rec. 041513	
9780415585026 (hardback);0415585023 (hardback);9780415585033 (paperback);0415585031 (paperback);9780203124802 (ebook);0203124804 (ebook)	xkh  	rec. 041513	
9780857028235 (hbk.);0857028235 (hbk.);9780857028242 (pbk.);0857028243 (pbk.)	xkh  	rec. 041513	
9780415808545 (hbk.);0415808545 (hbk.);9780415808569 (pbk.);0415808561 (pbk.);9780203139554 (ebk.);0203139550 (ebk.)	xkh  	rec. 041513	
9780786468539 (pbk. : acid-free paper);078646853X (pbk. : acid-free paper)	xkh  	rec. 041513	
9781598572377 (pbk.);1598572377 (pbk.)	xkh  	rec. 041513	
9781612501130 (pbk.);9781612501147 (hbk.);1612501141 (hbk.);1612501133 (pbk.)	xkh  	rec. 041513	
9780415676168 (hardback);0415676169 (hardback);9780415676175 (paperback);0415676177 (paperback);9780203112670 (ebook);0203112679 (ebook)	xkh  	rec. 041513	
9781107008908;1107008905	xkh  	rec. 041513	
9781446201596 (hbk.);1446201597 (hbk.);9781446201602 (pbk.);1446201600 (pbk.)	xkh  	rec. 041513	
9780325028880 (pbk. : alk. paper);0325028885 (pbk. : alk. paper)	xkh  	rec. 041513	
9781598570625 (pbk.);1598570625 (pbk.)	xkh  	rec. 041513	
9780415878982 (hardback);0415878985 (hardback);9780415879019;0415879019;9780203850398;0203850394	xkh  	rec. 041513	
9781617357435 (pbk.);161735743X (pbk.);9781617357442 (hardcover);1617357448 (hardcover);9781617357459 (ebook);1617357456 (ebook)	xkh  	rec. 041513	
9780807753101 (pbk.);0807753106 (pbk.);9780807753118 (hardcover);0807753114 (hardcover)	xkh  	rec. 041513	
1847422632;9781847422637	xkh  	rec. 041513	
9781441161048;144116104X;9781441160102;1441160108;9781441187994;1441187995	xkh  	rec. 041513	
9781617353369 (pbk.);1617353361 (pbk.);9781617353376 (hardcover);161735337X (hardcover);9781617353383 (e-book);1617353388 (e-book)	xkh  	rec. 041513	
9781849058995 (pbk. : alk. paper);1849058997 (pbk. : alk. paper)	xkh  	rec. 041513	
9780470960417 (pbk. : alk. paper);0470960418 (pbk. : alk. paper)	xkh  	rec. 041513	
9780415586573 (hardback);0415586577 (hardback);9780415586580 (paperback);0415586585 (paperback);9780203818268 (e-book);0203818261 (e-book)	xkh  	rec. 041513	
9780415675031 (hbk);0415675030 (hbk);9780415675048 (pbk);0415675049 (pbk);9780203096499 (ebk);0203096495 (ebk)	xkh  	rec. 041513	
9781617354052 (pbk.);1617354058 (pbk.);9781617354069 (hardcover);1617354066 (hardcover);9781617354076 (e-book);1617354074 (e-book)	xkh  	rec. 041513	
9780415888110 (hardback);0415888115 (hardback);9780415888127;0415888123;9780203831779;0203831772	xkh  	rec. 041513	
9781598570472 (pbk.);1598570471 (pbk.)	xkh  	rec. 041513	
0929911113;9780929911113	xkh  	rec. 041513	
0387224513 (alk. paper);9780387224510 (alk. paper);0387893830;9780387893839	xkh  	rec. 041513	
	xwb  		30000002187098
9781412947466 (hardcover);1412947464 (hardcover);9781412947473 (pbk.);1412947472 (pbk.)	xsc  		30000001420649
0070502080 (alk. paper);9780070502086 (alk. paper);0079132928;9780079132925	xkg  		30000002357337
9781446209240 (pbk.);1446209245 (pbk.);9781446209233 (hbk.);1446209237 (hbk.)	xmw  	rec. 041513	30000002513475
9780521116879 (hardback);0521116872 (hardback)	xmw  	rec. 041513	30000002513921
9781606131602 (pbk.);1606131605 (pbk.)	xmw  	rec. 041513	30000002513327
9781597563451 (alk. paper);1597563455 (alk. paper)	xmw  	rec. 041513	30000002563777
9781847698353 (alk. paper);1847698352 (alk. paper);9781847698346 (pbk : alk. paper);1847698344 (pbk : alk. paper);9781847698360 (ebook);1847698360 (ebook)	xmw  	rec. 041513	30000002564254
9781412982467 (pbk.);1412982464 (pbk.)	xmw  	rec. 041513	30000002564213
9780123919243;012391924X	xmw  	rec. 041513	30000002564189
9780323043441 (pbk. : alk. paper);0323043445 (pbk. : alk. paper)	xmw  	rec. 041513	30000002513681
9781585624256 (pbk. : alk. paper);158562425X (pbk. : alk. paper)	xmw  	rec. 041513	30000002513350
9781597564250 (alk. paper);1597564257 (alk. paper);1597564907 (cd-rom);9781597564908 (cd-rom)	xmw  	rec. 041513	30000002564452
9781621004325 (hbk.);1621004325 (hbk.)	xmw  	rec. 041513	30000002564064
9781597562027 (v. 1 : alk. paper);1597562025 (v. 1 : alk. paper);9781597564670 (v. 2 : alk. paper);1597564672 (v. 2 : alk. paper);9781597564687 (v. 3  : alk. paper);1597564680 (v. 3 : alk. paper)	xmw  	rec. 041513	30000002564098
9781622570768 (hardcover);1622570766 (hardcover)	xmw  	rec. 041513	30000002563850
9781596528420;1596528427	xmw  	rec. 041513	30000002513889
9780132612630 (hbk.);0132612631 (hbk.);9780133061468 (hbk.);0133061469 (hbk.)	xmw  	rec. 041513	30000002564106
9780807753460 (pbk. : alk. paper);0807753467 (pbk. : alk. paper)	xmw  	rec. 041513	30000002513319
9781849052412 (pbk. format : alk. paper);1849052417 (pbk. format : alk. paper);9780857004857 (electronic format);0857004859 (electronic format)	xmw  	rec. 041513	30000002563652
0387967222;9780387967226;3540967222 (BERLIN);9783540967224 (BERLIN);1461596661;9781461596660	xmw  	rec. 041513	30000002564122
9781608821907 (pbk.);1608821900 (pbk.);9781608821914 (pdf e-book);1608821919 (pdf e-book);9781608821921 (epub);1608821927 (epub)	xmw  	rec. 041513	30000002563496
0387968822 (alk. paper);9780387968827 (alk. paper);3540968822;9783540968825;1461281644;9781461281641	xmw  	rec. 041513	30000002563454
038709606X;9780387096063;354009606X;9783540096061;3642674100;9783642674105	xmw  	rec. 041513	30000002564288
9781433112430 (pbk. : alk. paper);1433112434 (pbk. : alk. paper);9781433112447 (hardcover : alk. paper);1433112442 (hardcover : alk. paper)	xmw  	rec. 041513	30000002564320
9781107016996 (hardback);1107016991 (hardback);9781107602694 (paperback);1107602696 (paperback)	xmw  	rec. 041513	30000002564163
9780814787113 (cl : alk. paper);9780814725405 (ebook);0814725406 (ebook);9780814725412 (ebook);0814725414 (ebook);0814787118 (alk. paper)	xmw  	rec. 041513	30000002564247
9780195391961 (hardcover : alk. paper);0195391969 (hardcover : alk. paper);9780195391978 (pbk. : alk. paper);0195391977 (pbk. : alk. paper)	xmw  	rec. 041513	30000002513368
9780817683245;0817683240	xmw  	rec. 041513	30000002563736
9780883855751;0883855755	xmw  	rec. 041513	30000002563694
9783642291623;3642291627	xmw  	rec. 041513	30000002564072
9781451654479;1451654472	xmw  	rec. 041513	30000002564205
9781608310043 (pbk.);1608310043 (pbk.)	xmw  	rec. 041513	30000002513723
9780415649100 (pbk.);0415649102 (pbk.)	xmw  	rec. 041513	30000002563819
9780823243440 (cloth : alk. paper);0823243443 (cloth : alk. paper);9780823243457 (pbk. : alk. paper);0823243451 (pbk. : alk. paper)	xmw  	rec. 041513	30000002564296
9780674050204 (alk. paper);0674050207 (alk. paper)	xbw  	rec. 041513	30000002235483
9781594203350;1594203350	xbw  	rec. 041513	30000002235475
9781107023178 (hardback);1107023173 (hardback)	xbw  	rec. 041513	30000002235434
9780230116450;0230116450	xbw  	rec. 041513	30000002235400
9789814346283 (pbk) :;9814346284 (pbk) :	xbw  	rec. 041513	30000002235566
9780061845635;0061845639	xbw  	rec. 041513	30000002235608
9780307272744 (hardback);0307272745 (hardback)	xbw  	rec. 041513	30000002235319
9781439814802 (alk. paper);1439814805 (alk. paper)	xbw  	rec. 041513	30000002235517
9780199694761 (hbk.);0199694761 (hbk.)	xbw  	rec. 041513	30000002235277
9780789749680;0789749688	xbw  	rec. 041513	30000002235525
9780814420324;081442032X	xbw  	rec. 041513	30000002235285
9781440802775 (pbk. : alk. paper);1440802777 (pbk. : alk. paper);9781440802782 (ebook);1440802785 (ebook)	xbw  	rec. 041513	30000002235251
9780749465605;0749465603;9780749465612;0749465611	xbw  	rec. 041513	30000002235467
9780230368927 (hardback);0230368921 (hardback);9780230368910 (pbk.);0230368913 (pbk.)	xbw  	rec. 041513	30000002235236
9780273751939 (limp);027375193X (limp)	xbw  	rec. 041513	30000002235202
0792348869 (hardcover : alk. paper);9780792348863 (hardcover : alk. paper);1461333318;9781461333319	xbw  	rec. 041513	30000002235244
9780415500692 (hbk.);0415500699 (hbk.);0415500680 (pbk.);9780415500685 (pbk.)	xbw  	rec. 041513	30000002235160
9780262017329 (hardcover : alk. paper);0262017326 (hardcover : alk. paper)	xbw  	rec. 041513	30000002235269
9781451683486 (hbk. : alk. paper);1451683480 (hbk. : alk. paper);9781451683509 (pbk. : alk. paper);1451683502 (pbk. : alk. paper);9781451683516 (ebook);1451683510 (ebook)	xbw  	rec. 041513	30000002235301
9780230274136 (hbk.);0230274137 (hbk.)	xbw  	rec. 041513	30000002235392
9781466512511 (pbk. : alk. paper);1466512512 (pbk. : alk. paper)	xbw  	rec. 041513	30000002235228
9780199657780 (pbk.);0199657785 (pbk.)	xbw  	rec. 041513	30000002235350
9781107407190 (pbk.);1107407192 (pbk.)	xbw  	rec. 041513	30000002235384
9780415891622 (hardback : alk. paper);0415891620 (hardback : alk. paper);9780415891639 (pbk. : alk. paper);0415891639 (pbk. : alk. paper);9780203105771 (ebook : alk. paper);020310577X (ebook : alk. paper)	xbw  	rec. 041513	30000002235426
9781848728707 (hardcover : alk. paper);1848728700 (hardcover : alk. paper)	xbw  	rec. 041513	30000002235327
9780470591437 (acid free paper);0470591439 (acid free paper)	xbw  	rec. 041513	30000002235368
9781620818176 (hardcover);1620818175 (hardcover)	xbw  	rec. 041513	30000002235442
9781581159134 (pbk. : alk. paper);1581159137 (pbk. : alk. paper)	xbw  	rec. 041513	30000002235343
9780253006615 (cloth : alk. paper);0253006619 (cloth : alk. paper);9780253007391 (pbk. : alk. paper);0253007399 (pbk. : alk. paper);9780253007551 (eb);0253007550 (eb)	xmb  		30000001986185
	xmb  		30000001986235
0393056848 :;039309040X	xmb  		30000001986243
0827605218	xmb  		30000001986326
	xmb  		30000001986318
	xmb  		30000001986367
0520230280 (cloth : alk. paper);0520230299 (paper : alk. paper)	xmb  		30000001986359
1573221694 (alk. paper)	xmb  		30000001986342
0393703371	xmb  		30000001986409
9780982131008;0982131003	xmb  		30000001986391
0521808863;9780521808866	xmb  		30000001986334
0156628635	xla  		
9780674066922 (alk. paper);0674066928 (alk. paper)	xla  		
	x2mb 		30000001986300
	x2mb 		30000001986292
9780316023740 (hbk.);0316023744 (hbk.)	xla  		
1451642326;9781451642322;1451642334 (pbk.);9781451642339 (pbk.);1451642342 (ebook);9781451642346 (ebook)	xla  		
9781405101196 (cloth);1405101199 (cloth)	xla  		
9781400069668 (alk. paper);1400069661 (alk. paper);9780679604648 (ebook);0679604642 (ebook)	xla  		
9781451654479;1451654472	xla  		
9780631232872 (cloth);0631232877 (cloth);9780631232889 (pbk.);0631232885 (pbk.)	xla  		
9780814334829 (pbk. : alk. paper);0814334822 (pbk. : alk. paper);9780814338070 (ebook);0814338070 (ebook)	xla  		
9780816679706 (hc : alk. paper);0816679703 (hc : alk. paper)	xla  		
9780415579568 (hardback : alk. paper);0415579562 (hardback : alk. paper);9780415579582 (pbk. : alk. paper);0415579589 (pbk. : alk. paper);9780203146484 (e-book);0203146484 (e-book)	xla  		
9780857454669 (hbk. : alk. paper);0857454668 (hbk. : alk. paper);9780857454676 (ebk.);0857454676 (ebk.)	xla  		
9780300113150 (pbk. : alk. paper);0300113153 (pbk. : alk. paper)	xla  		
9780857454744 (hardback : alk. paper);0857454749 (hardback : alk. paper)	xla  		
9781412849500 (paper);1412849500 (paper);9781412818230 (cloth.);1412818230 (cloth.)	xla  		
9780300149500 (hardcover : alk. paper);0300149506 (hardcover : alk. paper)	xla  		
9780809331246 (cloth : alk. paper);0809331241 (cloth : alk. paper);9780809331253 (ebook);080933125X (ebook)	xla  		
9780199693795 (acid-free paper);019969379X (acid-free paper)	xla  		
9781433117206 (hardcover : alk. paper);1433117207 (hardcover : alk. paper);9781433119743 (pbk. : alk. paper);1433119749 (pbk. : alk. paper)	xla  		
9780230116450;0230116450	xla  		
9781439191002 (hardcover : alk. paper);143919100X (hardcover : alk. paper);9781439191019 (pbk. : alk. paper);1439191018 (pbk. : alk. paper);9781439191026 (ebook);1439191026 (ebook)	xla  		
9789655453522;9655453529	xmt  	rec. 041713	30000002395451
9789654936149;9654936143	xmt  	rec. 041713	30000002395410
9789655360356;9655360350	xmt  	rec. 041713	30000002395576
9789652272881;9652272884	xmt  	rec. 041713	30000002395253
9783037781890;3037781890	xla  		
9781594204043;1594204047	xla  		
9781594203763;1594203768	xla  		
1605983543 (hbk.);9781605983547 (hbk.)	xla  		
9780547368924 (hardback);0547368925 (hardback)	xla  		
9781118115886 (pbk.);1118115880 (pbk.)	x2la 		
9780767932653;076793265X;9780767932660 (e-book);0767932668 (e-book)	xla  		
9780307453426 (hardcover);0307453421 (hardcover);9780307453440 (e-book);0307453448 (e-book)	xla  		
9780816680375 (pbk.);081668037X (pbk.)	xla  		
9789652295651;9652295655	xla  		
9780847838592;0847838595	xla  		
1781000379 (hbk.);9781781000373 (hbk.);1781000395 (pbk.);9781781000397 (pbk.)	xla  		
9781594630965 (hbk.);1594630968 (hbk.)	xla  		
9780807834008 (cloth : alk. paper);0807834009 (cloth : alk. paper);9780807872680 (pbk.);0807872687 (pbk.)	xla  		
9780300186512 (alk. paper);0300186517 (alk. paper)	xla  		
9781594204111;159420411X	xla  		
9781462507504 (hardcover);1462507506 (hardcover)	xla  		
9781594488047 (hbk.);1594488045 (hbk.)	xla  		
9789655521245;9655521249	xmt  	rec. 041713	
9789657118283;965711828X;9789657118443 (v. 2);9657118441 (v. 2)	xmt  	rec. 041713	30000002395295
9789654935760;9654935767	xmt  	rec. 041713	
9789655453782;9655453782	xmt  	rec. 041713	
9780700618484 (cloth : alk. paper);0700618481 (cloth : alk. paper);9780700618491 (pbk. : alk. paper);070061849X (pbk. : alk. paper)	xla  		
9780822961895 (pbk. : alk. paper);082296189X (pbk. : alk. paper)	xla  		
9780786462728 (softcover : alk. paper);0786462728 (softcover : alk. paper)	xla  		
9780547750118 (hbk.);0547750110 (hbk.)	xla  		
9780199890958 (alk. paper);0199890951 (alk. paper)	xla  		
9789654810425;9654810425	xmt  	rec. 041713	30000002395212
9781421406671 (hardback. : alk. paper);1421406675 (hardback : alk. paper);9781421406688 (pbk. : alk. paper);1421406683 (pbk. : alk. paper);9781421407487 (electronic);1421407485 (electronic)	xla  		
9780307352149;0307352145	xla  		
9780231149129 (hbk. : alk. paper);0231149123	xla  		
9781409433941 (hardback : alk. paper);1409433943 (hardback : alk. paper);9781409433958 (ebook);1409433951 (ebook)	xla  		
9789654935289;9654935287;9789654935296 (ebook);9654935295 (ebook)	xmt  	rec. 041713	30000002395618
9780415896849 (hardback : alk. paper);0415896843 (hardback : alk. paper);9780415896856 (pbk. : alk. paper);0415896851 (pbk. : alk. paper);9780203126684 (ebook);0203126688 (ebook)	xla  		
9780199891771 (pbk. : alk. paper);019989177X (pbk. : alk. paper);9780199891757 (hardcover : alk. paper);0199891753 (hardcover : alk. paper)	xla  		
9780415804073 (hbk. : alk. paper);0415804078 (hbk. : alk. paper);9780415804080 (pbk. : alk. paper);0415804086 (pbk. : alk. paper);9780203870310 (ebook);020387031X (ebook)	xla  		
9780262016858 (hardcover : alk. paper);0262016850 (hardcover : alk. paper)	xla  		
9781421407166 (hdbk. : alk. paper);1421407167 (hdbk. : alk. paper)	xla  		
9781421405063 (hdbk. : alk. paper);9781421405070 (pbk. : alk. paper);1421405067 (hdbk. : alk. paper);1421405075 (pbk. : alk. paper)	xla  		
9780300179286 (hbk.);0300179286 (hbk.)	xla  		
9780742556546 (cloth : alk. paper);0742556549 (cloth : alk. paper)	xla  		
9780822352228 (cloth : alk. paper);0822352222 (cloth : alk. paper);9780822352396 (pbk. : alk. paper);0822352397 (pbk. : alk. paper)	xla  		
9781594203329;1594203326	xla  		
9781107026926 (hardback);110702692X (hardback);9781107608573 (paperback);1107608570 (paperback)	xla  		
9780749464134 (pbk.) :;0749464135	xla  		
9780253007452 (cloth : alk. paper);0253007453 (cloth : alk. paper);9780253007520 (pbk. : alk. paper);0253007526 (pbk. : alk. paper);9780253007568 (ebk.);0253007569 (ebk.)	xla  		
9780195391961 (hardcover : alk. paper);0195391969 (hardcover : alk. paper);9780195391978 (pbk. : alk. paper);0195391977 (pbk. : alk. paper)	xla  		
9781421404349 (hardcover : alk. paper);1421404346 (hardcover : alk. paper);9781421404356 (pbk. : alk. paper);1421404354 (pbk. : alk. paper)	xla  		
9780262017220 (hardcover : alk. paper);0262017229 (hardcover : alk. paper)	xla  		
9780807753583 (pbk. : alk. paper);0807753580 (pbk. : alk. paper);9780807753590 (hardcover : alk. paper);0807753599 (hardcover : alk. paper)	xla  		
9780230117808 (hardback);0230117805 (hardback);9780230117815;0230117813	xla  		
9780857453051 (hardcover : alk. paper);085745305X (hardcover : alk. paper);9780857453068 (ebook);0857453068 (ebook)	xla  		
9789652208101;9652208108	xmt  	rec. 041713	30000002395659
9780521194006 (hardback);0521194008 (hardback);9781107639218 (pbk.);1107639212 (pbk.)	xla  		
	xmt  	rec. 041713	30000002395535
9780415558808 (hb);0415558808 (hb);9780415562263 (pb);0415562260 (pb);9780203697542 (eb);0203697545 (eb)	xla  		
9780813346816 (hardcover : alk. paper);0813346819 (hardcover : alk. paper);9780813346823 (e-book);0813346827 (e-book)	xla  		
